,Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Year
29,30,John Brown,BUF,29,WR,15,15,115,72,62.60%,1060,14.7,6,53,53,9.2,4.8,70.7,0,2019
30,31,DeVante Parker,MIA,26,WR,16,14,128,72,56.30%,1202,16.7,9,58,51,9.4,4.5,75.1,0,2019
31,32,Courtland Sutton*,DEN,24,WR,16,14,124,72,58.10%,1112,15.4,6,50,70,9.0,4.5,69.5,2,2019
32,33,James White,NWE,27,RB,15,1,95,72,75.80%,645,9.0,5,31,59,6.8,4.8,43.0,1,2019
33,34,Tyler Higbee,LAR,26,TE,15,15,89,69,77.50%,734,10.6,3,36,33,8.2,4.6,48.9,0,2019
34,35,Christian Kirk,ARI,23,WR,13,13,108,68,63.00%,709,10.4,3,31,69,6.6,5.2,54.5,0,2019
35,36,Cole Beasley,BUF,30,WR,15,10,106,67,63.20%,778,11.6,6,37,51,7.3,4.5,51.9,0,2019
36,37,Mike Evans*,TAM,26,WR,13,13,118,67,56.80%,1157,17.3,8,54,67,9.8,5.2,89.0,0,2019
37,38,Le'Veon Bell,NYJ,27,RB,15,15,78,66,84.60%,461,7.0,1,20,23,5.9,4.4,30.7,1,2019
38,39,Michael Gallup,DAL,23,WR,14,12,113,66,58.40%,1107,16.8,6,50,62,9.8,4.7,79.1,0,2019
39,40,Emmanuel Sanders,2TM,32,WR,17,16,97,66,68.00%,869,13.2,5,41,75,9.0,3.9,51.1,0,2019
40,41,Dede Westbrook,JAX,26,WR,15,11,101,66,65.30%,660,10.0,3,31,39,6.5,4.4,44.0,1,2019
41,42,Kenny Golladay*,DET,26,WR,16,16,116,65,56.00%,1190,18.3,11,52,75,10.3,4.1,74.4,1,2019
42,43,Mark Andrews*,BAL,23,TE,15,4,98,64,65.30%,852,13.3,10,44,51,8.7,4.3,56.8,2,2019
43,44,Stefon Diggs,MIN,26,WR,15,15,94,63,67.00%,1130,17.9,6,41,66,12.0,4.2,75.3,4,2019
44,45,Calvin Ridley,ATL,25,WR,13,10,93,63,67.70%,866,13.7,7,47,36,9.3,4.8,66.6,0,2019
45,46,Jason Witten,DAL,37,TE,16,16,83,63,75.90%,529,8.4,4,27,33,6.4,3.9,33.1,1,2019
46,47,Danny Amendola,DET,34,WR,15,10,97,62,63.90%,678,10.9,1,36,47,7.0,4.1,45.2,0,2019
47,48,Marvin Jones,DET,29,WR,13,11,91,62,68.10%,779,12.6,9,41,47,8.6,4.8,59.9,0,2019
48,49,Devonta Freeman,ATL,27,RB,14,14,70,59,84.30%,410,6.9,4,17,28,5.9,4.2,29.3,3,2019
49,50,Diontae Johnson,PIT,23,WR,16,12,92,59,64.10%,680,11.5,5,31,45,7.4,3.7,42.5,5,2019
50,51,Mohamed Sanu,2TM,30,WR,15,12,89,59,66.30%,520,8.8,2,30,28,5.8,3.9,34.7,0,2019
51,52,Dallas Goedert,PHI,24,TE,15,9,87,58,66.70%,607,10.5,5,33,28,7.0,3.9,40.5,2,2019
52,53,Tyreek Hill*,KAN,25,WR,12,12,89,58,65.20%,860,14.8,7,39,57,9.7,4.8,71.7,0,2019
53,54,Terry McLaurin,WAS,24,WR,14,14,93,58,62.40%,919,15.8,7,43,75,9.9,4.1,65.6,0,2019
54,55,D.K. Metcalf,SEA,22,WR,16,15,100,58,58.00%,900,15.5,7,39,54,9.0,3.6,56.3,3,2019
55,56,Deebo Samuel,SFO,23,WR,15,11,81,57,70.40%,802,14.1,3,32,42,9.9,3.8,53.5,2,2019
56,57,Sterling Shepard,NYG,26,WR,10,10,83,57,68.70%,576,10.1,3,29,36,6.9,5.7,57.6,0,2019
57,58,Randall Cobb,DAL,29,WR,15,6,83,55,66.30%,828,15.1,3,41,59,10.0,3.7,55.2,2,2019
58,59,Hunter Henry,LAC,25,TE,12,12,76,55,72.40%,652,11.9,5,36,30,8.6,4.6,54.3,1,2019
59,60,Ezekiel Elliott*,DAL,24,RB,16,16,71,54,76.10%,420,7.8,2,21,27,5.9,3.4,26.3,3,2019
60,61,Curtis Samuel,CAR,23,WR,16,15,105,54,51.40%,627,11.6,6,36,44,6.0,3.4,39.2,0,2019
61,62,Dalvin Cook*,MIN,24,RB,14,14,63,53,84.10%,519,9.8,0,26,31,8.2,3.8,37.1,4,2019
62,63,Robby Anderson,NYJ,26,WR,16,15,96,52,54.20%,779,15.0,5,35,92,8.1,3.3,48.7,1,2019
63,64,Saquon Barkley,NYG,22,RB,13,13,73,52,71.20%,438,8.4,2,14,65,6.0,4.0,33.7,1,2019
64,65,A.J. Brown,TEN,22,WR,16,11,84,52,61.90%,1051,20.2,8,39,91,12.5,3.3,65.7,1,2019
65,66,Anthony Miller,CHI,25,WR,16,7,85,52,61.20%,656,12.6,2,34,35,7.7,3.3,41.0,1,2019
66,67,Greg Olsen,CAR,34,TE,14,14,82,52,63.40%,597,11.5,2,34,41,7.3,3.7,42.6,0,2019
67,68,Sammy Watkins,KAN,26,WR,14,13,90,52,57.80%,673,12.9,3,30,68,7.5,3.7,48.1,2,2019
68,69,Mike Gesicki,MIA,24,TE,16,5,89,51,57.30%,570,11.2,5,25,34,6.4,3.2,35.6,1,2019
69,70,Kenyan Drake,2TM,25,RB,14,10,68,50,73.50%,345,6.9,0,15,26,5.1,3.6,24.6,2,2019
70,71,Miles Sanders,PHI,22,RB,16,11,63,50,79.40%,509,10.2,3,19,45,8.1,3.1,31.8,2,2019
71,72,Will Fuller,HOU,25,WR,11,11,71,49,69.00%,670,13.7,3,26,54,9.4,4.5,60.9,1,2019
72,73,Russell Gage,ATL,23,WR,16,4,74,49,66.20%,446,9.1,1,25,19,6.0,3.1,27.9,1,2019
73,74,Aaron Jones,GNB,25,RB,16,16,68,49,72.10%,474,9.7,3,18,67,7.0,3.1,29.6,3,2019
74,75,Hunter Renfrow,OAK,24,WR,13,4,71,49,69.00%,605,12.3,4,30,65,8.5,3.8,46.5,1,2019
75,76,Golden Tate,NYG,31,WR,11,10,85,49,57.60%,676,13.8,6,30,64,8.0,4.5,61.5,1,2019
76,77,Mike Williams,LAC,25,WR,15,15,90,49,54.40%,1001,20.4,2,41,56,11.1,3.3,66.7,0,2019
77,78,Darius Slayton,NYG,22,WR,14,9,84,48,57.10%,740,15.4,8,32,55,8.8,3.4,52.9,0,2019
78,79,Chris Conley,JAX,27,WR,16,14,90,47,52.20%,775,16.5,5,36,70,8.6,2.9,48.4,0,2019
79,80,Jaylen Samuels,PIT,23,RB,14,4,57,47,82.50%,305,6.5,1,19,27,5.4,3.4,21.8,1,2019
80,81,Marquise Brown,BAL,22,WR,14,11,71,46,64.80%,584,12.7,7,24,83,8.2,3.3,41.7,0,2019
81,82,T.Y. Hilton,IND,30,WR,10,10,68,45,66.20%,501,11.1,5,24,35,7.4,4.5,50.1,0,2019
82,83,Evan Engram,NYG,25,TE,8,6,68,44,64.70%,467,10.6,3,23,75,6.9,5.5,58.4,0,2019
83,84,Nyheim Hines,IND,23,RB,16,2,58,44,75.90%,320,7.3,0,15,21,5.5,2.8,20.0,1,2019
84,85,Duke Johnson,HOU,26,RB,16,2,62,44,71.00%,410,9.3,3,18,21,6.6,2.8,25.6,1,2019
85,86,James Washington,PIT,23,WR,15,10,80,44,55.00%,735,16.7,3,31,79,9.2,2.9,49.0,1,2019
86,87,Jared Cook*,NOR,32,TE,14,7,65,43,66.20%,705,16.4,9,32,61,10.8,3.1,50.4,0,2019
87,88,Corey Davis,TEN,24,WR,15,11,69,43,62.30%,601,14.0,2,33,38,8.7,2.9,40.1,1,2019
88,89,Jack Doyle*,IND,29,TE,16,16,72,43,59.70%,448,10.4,4,29,23,6.2,2.7,28.0,1,2019
89,90,Tyler Eifert,CIN,29,TE,16,4,63,43,68.30%,436,10.1,3,24,27,6.9,2.7,27.3,0,2019
90,91,Alex Erickson,CIN,27,WR,16,6,78,43,55.10%,529,12.3,0,26,52,6.8,2.7,33.1,4,2019
91,92,Royce Freeman,DEN,23,RB,16,0,50,43,86.00%,256,6.0,1,10,19,5.1,2.7,16.0,0,2019
92,93,Alshon Jeffery,PHI,29,WR,10,10,73,43,58.90%,490,11.4,4,36,38,6.7,4.3,49.0,0,2019
93,94,Albert Wilson,MIA,27,WR,13,4,62,43,69.40%,351,8.2,1,22,35,5.7,3.3,27.0,0,2019
94,95,Brandin Cooks,LAR,26,WR,14,14,72,42,58.30%,583,13.9,2,32,57,8.1,3.0,41.6,0,2019
95,96,Melvin Gordon,LAC,26,RB,12,11,55,42,76.40%,296,7.0,1,11,25,5.4,3.5,24.7,4,2019
96,97,JuJu Smith-Schuster,PIT,23,WR,12,12,70,42,60.00%,552,13.1,3,23,76,7.9,3.5,46.0,1,2019
97,98,Chris Thompson,WAS,29,RB,11,0,58,42,72.40%,378,9.0,0,16,39,6.5,3.8,34.4,1,2019
98,99,Tyrell Williams,OAK,27,WR,14,12,64,42,65.60%,651,15.5,6,33,46,10.2,3.0,46.5,0,2019
99,100,Jacob Hollister,SEA,26,TE,11,3,59,41,69.50%,349,8.5,3,16,22,5.9,3.7,31.7,0,2019
100,101,Zach Pascal,IND,25,WR,16,13,72,41,56.90%,607,14.8,5,29,37,8.4,2.6,37.9,0,2019
101,102,Noah Fant,DEN,22,TE,16,11,66,40,60.60%,562,14.1,3,23,75,8.5,2.5,35.1,1,2019
102,103,Kenny Stills,HOU,27,WR,13,5,55,40,72.70%,561,14.0,4,27,45,10.2,3.1,43.2,0,2019
103,104,Auden Tate,CIN,22,WR,12,10,80,40,50.00%,575,14.4,1,29,33,7.2,3.3,47.9,1,2019
104,105,Nelson Agholor,PHI,26,WR,11,10,69,39,56.50%,363,9.3,3,17,43,5.3,3.5,33.0,2,2019
105,106,Kyle Rudolph,MIN,30,TE,16,16,48,39,81.30%,367,9.4,6,24,32,7.6,2.4,22.9,0,2019
106,107,Jamaal Williams,GNB,24,RB,14,2,45,39,86.70%,253,6.5,5,16,17,5.6,2.8,18.1,0,2019
107,108,Jimmy Graham,GNB,33,TE,16,10,60,38,63.30%,447,11.8,3,23,48,7.5,2.4,27.9,1,2019
108,109,Vance McDonald,PIT,29,TE,14,14,55,38,69.10%,273,7.2,3,12,22,5.0,2.7,19.5,1,2019
109,110,Chris Carson,SEA,25,RB,15,15,47,37,78.70%,266,7.2,2,10,21,5.7,2.5,17.7,7,2019
110,111,Gerald Everett,LAR,25,TE,13,2,60,37,61.70%,408,11.0,2,22,33,6.8,2.8,31.4,0,2019
111,112,Adam Humphries,TEN,26,WR,12,3,47,37,78.70%,374,10.1,2,20,30,8.0,3.1,31.2,1,2019
112,113,Kareem Hunt,CLE,24,RB,8,3,44,37,84.10%,285,7.7,1,17,29,6.5,4.6,35.6,1,2019
113,114,Jordan Akins,HOU,27,TE,16,9,55,36,65.50%,418,11.6,2,21,53,7.6,2.3,26.1,0,2019
114,115,Cameron Brate,TAM,28,TE,16,6,55,36,65.50%,311,8.6,4,21,37,5.7,2.3,19.4,0,2019
115,116,Nick Chubb*,CLE,24,RB,16,16,49,36,73.50%,278,7.7,0,13,32,5.7,2.3,17.4,3,2019
116,117,David Johnson,ARI,28,RB,13,9,47,36,76.60%,370,10.3,4,17,31,7.9,2.8,28.5,1,2019
117,118,Breshad Perriman,TAM,26,WR,14,4,69,36,52.20%,645,17.9,6,29,44,9.3,2.6,46.1,0,2019
118,119,Jalen Richard,OAK,26,RB,16,0,43,36,83.70%,323,9.0,0,15,33,7.5,2.3,20.2,2,2019
119,120,Irv Smith Jr.,MIN,21,TE,16,7,47,36,76.60%,311,8.6,2,17,29,6.6,2.3,19.4,1,2019
120,121,Demaryius Thomas,NYJ,32,WR,11,10,58,36,62.10%,433,12.0,1,22,47,7.5,3.3,39.4,0,2019
121,122,DeAndre Washington,OAK,26,RB,16,3,41,36,87.80%,292,8.1,0,10,28,7.1,2.3,18.3,0,2019
122,123,Allen Lazard,GNB,24,WR,16,3,52,35,67.30%,477,13.6,3,24,43,9.2,2.2,29.8,0,2019
123,124,Phillip Lindsay,DEN,25,RB,16,16,48,35,72.90%,196,5.6,0,9,36,4.1,2.2,12.3,0,2019
124,125,Joe Mixon,CIN,23,RB,16,15,45,35,77.80%,287,8.2,3,14,33,6.4,2.2,17.9,0,2019
125,126,Dare Ogunbowale,TAM,25,RB,16,0,46,35,76.10%,286,8.2,0,14,21,6.2,2.2,17.9,2,2019
126,127,Jonnu Smith,TEN,24,TE,16,14,44,35,79.50%,439,12.5,3,16,57,10.0,2.2,27.4,0,2019
127,128,Geronimo Allison,GNB,25,WR,16,6,55,34,61.80%,287,8.4,2,16,31,5.2,2.1,17.9,2,2019
128,129,James Conner,PIT,24,RB,10,10,38,34,89.50%,251,7.4,3,14,26,6.6,3.4,25.1,1,2019
129,130,Darren Fells,HOU,33,TE,16,14,48,34,70.80%,341,10.0,7,22,24,7.1,2.1,21.3,0,2019
130,131,Ryan Griffin,NYJ,29,TE,13,13,41,34,82.90%,320,9.4,5,19,45,7.8,2.6,24.6,0,2019
131,132,O.J. Howard,TAM,25,TE,14,14,53,34,64.20%,459,13.5,1,23,33,8.7,2.4,32.8,1,2019
132,133,J.D. McKissic,DET,26,RZB,16,3,42,34,81.00%,233,6.9,1,7,26,5.5,2.1,14.6,0,2019
133,134,Latavius Murray,NOR,29,RB,16,8,43,34,79.10%,235,6.9,1,9,30,5.5,2.1,14.7,0,2019
134,135,Steven Sims,WAS,22,WR,16,2,56,34,60.70%,310,9.1,4,18,65,5.5,2.1,19.4,1,2019
135,136,Damiere Byrd,ARI,26,WR,11,3,46,32,69.60%,359,11.2,1,16,58,7.8,2.9,32.6,1,2019
136,137,T.J. Hockenson,DET,22,TE,12,7,59,32,54.20%,367,11.5,2,19,39,6.2,2.7,30.6,0,2019
137,138,Allen Hurns,MIA,28,WR,14,7,47,32,68.10%,416,13.0,2,18,27,8.9,2.3,29.7,1,2019
138,139,Demarcus Robinson,KAN,25,WR,16,10,55,32,58.20%,449,14.0,4,19,44,8.2,2.0,28.1,0,2019
139,140,Preston Williams,MIA,22,WR,8,7,60,32,53.30%,428,13.4,3,24,35,7.1,4.0,53.5,2,2019
140,141,Nick Boyle,BAL,26,TE,16,15,43,31,72.10%,321,10.4,2,13,35,7.5,1.9,20.1,0,2019
141,142,Eric Ebron,IND,26,TE,11,2,52,31,59.60%,375,12.1,3,20,48,7.2,2.8,34.1,0,2019
142,143,Todd Gurley,LAR,25,RB,15,15,49,31,63.30%,207,6.7,2,8,23,4.2,2.1,13.8,3,2019
143,144,Blake Jarwin,DAL,25,TE,16,7,41,31,75.60%,365,11.8,3,17,42,8.9,1.9,22.8,1,2019
144,145,Olabisi Johnson,MIN,22,WR,16,6,45,31,68.90%,294,9.5,3,17,23,6.5,1.9,18.4,0,2019
145,146,Ronald Jones,TAM,22,RB,16,9,40,31,77.50%,309,10.0,0,12,41,7.7,1.9,19.3,3,2019
146,147,Kaden Smith,NYG,22,TE,9,6,42,31,73.80%,268,8.6,3,12,32,6.4,3.4,29.8,2,2019
147,148,Willie Snead,BAL,27,WR,16,11,46,31,67.40%,339,10.9,5,20,50,7.4,1.9,21.2,0,2019
148,149,Giovani Bernard,CIN,28,RB,16,2,43,30,69.80%,234,7.8,0,7,35,5.4,1.9,14.6,2,2019
149,150,Kendrick Bourne,SFO,24,WR,16,0,44,30,68.20%,358,11.9,5,23,30,8.1,1.9,22.4,0,2019
150,151,Ted Ginn,NOR,34,WR,16,9,56,30,53.60%,421,14.0,2,20,45,7.5,1.9,26.3,0,2019
151,152,Kelvin Harmon,WAS,23,WR,16,8,44,30,68.20%,365,12.2,0,16,30,8.3,1.9,22.8,0,2019
152,153,Hayden Hurst,BAL,26,TE,16,4,39,30,76.90%,349,11.6,2,16,61,8.9,1.9,21.8,0,2019
153,154,Adam Thielen,MIN,29,WR,10,10,48,30,62.50%,418,13.9,6,18,44,8.7,3.0,41.8,0,2019
154,155,Damien Williams,KAN,27,RB,11,6,37,30,81.10%,213,7.1,2,10,32,5.8,2.7,19.4,1,2019
155,156,Phillip Dorsett,NWE,26,WR,14,4,54,29,53.70%,397,13.7,5,17,58,7.4,2.1,28.4,0,2019
156,157,Taylor Gabriel,CHI,28,WR,9,7,48,29,60.40%,353,12.2,4,17,53,7.4,3.2,39.2,0,2019
157,158,Devin Singletary,BUF,22,RB,12,8,41,29,70.70%,194,6.7,2,5,49,4.7,2.4,16.2,4,2019
158,159,DaeSean Hamilton,DEN,24,WR,16,2,52,28,53.80%,297,10.6,1,19,28,5.7,1.8,18.6,0,2019
159,160,Dawson Knox,BUF,23,TE,15,11,50,28,56.00%,388,13.9,2,15,49,7.8,1.9,25.9,0,2019
160,161,LeSean McCoy,KAN,31,RB,13,9,34,28,82.40%,181,6.5,1,6,23,5.3,2.2,13.9,3,2019
161,162,Paul Richardson,WAS,27,WR,10,6,42,28,66.70%,245,8.8,2,13,22,5.8,2.8,24.5,0,2019
162,163,John Ross,CIN,25,WR,8,8,56,28,50.00%,506,18.1,3,22,66,9.0,3.5,63.3,1,2019
163,164,Greg Ward,PHI,24,WR,7,3,40,28,70.00%,254,9.1,1,18,38,6.4,4.0,36.3,0,2019
164,165,Jarius Wright,CAR,30,WR,16,9,58,28,48.30%,296,10.6,0,16,33,5.1,1.8,18.5,0,2019
165,166,Rex Burkhead,NWE,29,RB,13,1,38,27,71.10%,279,10.3,0,10,32,7.3,2.1,21.5,1,2019
166,167,Josh Gordon,2TM,28,WR,11,7,47,27,57.40%,426,15.8,1,16,58,9.1,2.5,38.7,0,2019
167,168,Zay Jones,2TM,24,WR,15,9,45,27,60.00%,216,8.0,0,10,23,4.8,1.8,14.4,0,2019
168,169,Isaiah McKenzie,BUF,24,WR,15,8,39,27,69.20%,254,9.4,1,12,46,6.5,1.8,16.9,0,2019
169,170,C.J. Uzomah,CIN,26,TE,16,16,40,27,67.50%,242,9.0,2,12,36,6.1,1.7,15.1,0,2019
170,171,Mecole Hardman*,KAN,21,WR,16,5,41,26,63.40%,538,20.7,6,18,83,13.1,1.6,33.6,2,2019
171,172,Mark Ingram*,BAL,30,RB,15,15,29,26,89.70%,247,9.5,5,16,25,8.5,1.7,16.5,2,2019
172,173,Jakobi Meyers,NWE,23,WR,15,1,41,26,63.40%,359,13.8,0,17,35,8.8,1.7,23.9,0,2019
173,174,Trey Quinn,WAS,24,WR,12,6,47,26,55.30%,198,7.6,1,10,19,4.2,2.2,16.5,1,2019
174,175,Jeremy Sprinkle,WAS,25,TE,16,13,40,26,65.00%,241,9.3,1,13,23,6.0,1.6,15.1,1,2019
175,176,Marquez Valdes-Scantling,GNB,25,WR,16,10,56,26,46.40%,452,17.4,2,14,74,8.1,1.6,28.3,0,2019
176,177,Pharoh Cooper,2TM,24,WR,13,1,33,25,75.80%,243,9.7,1,10,28,7.4,1.9,18.7,0,2019
177,178,Josh Hill,NOR,29,TE,16,11,35,25,71.40%,226,9.0,3,13,29,6.5,1.6,14.1,0,2019
178,179,Dion Lewis,TEN,29,RB,16,1,32,25,78.10%,164,6.6,1,7,24,5.1,1.6,10.3,1,2019
179,180,David Montgomery,CHI,22,RB,16,8,35,25,71.40%,185,7.4,1,7,30,5.3,1.6,11.6,2,2019
180,181,Tajae Sharpe,TEN,25,WR,15,6,35,25,71.40%,329,13.2,4,20,47,9.4,1.7,21.9,0,2019
181,182,Keelan Cole,JAX,26,WR,16,1,35,24,68.60%,361,15.0,3,19,55,10.3,1.5,22.6,0,2019
182,183,Ty Johnson,DET,22,RB,16,1,31,24,77.40%,109,4.5,0,4,13,3.5,1.5,6.8,1,2019
183,184,Cody Latimer,NYG,27,WR,15,10,42,24,57.10%,300,12.5,2,19,43,7.1,1.6,20.0,0,2019
184,185,Boston Scott,PHI,24,RB,11,2,26,24,92.30%,204,8.5,0,10,39,7.8,2.2,18.5,4,2019
185,186,Will Dissly,SEA,23,TE,6,6,27,23,85.20%,262,11.4,4,14,38,9.7,3.8,43.7,1,2019
186,187,Isaiah Ford,MIA,23,WR,8,0,35,23,65.70%,244,10.6,0,16,28,7.0,2.9,30.5,0,2019
187,188,Bennie Fowler,NYG,28,WR,8,2,36,23,63.90%,193,8.4,0,12,17,5.4,2.9,24.1,0,2019
188,189,Patrick Laird,MIA,24,RB,15,4,30,23,76.70%,204,8.9,0,13,21,6.8,1.5,13.6,0,2019
189,190,Keke Coutee,HOU,22,WR,9,4,36,22,61.10%,254,11.5,0,10,51,7.1,2.4,28.2,1,2019
190,191,Tevin Coleman,SFO,26,RB,14,11,30,21,70.00%,180,8.6,1,9,37,6.0,1.5,12.9,0,2019
191,192,KeeSean Johnson,ARI,23,WR,10,4,42,21,50.00%,187,8.9,1,10,31,4.5,2.1,18.7,1,2019
192,193,Foster Moreau,OAK,22,TE,13,7,25,21,84.00%,174,8.3,5,14,23,7.0,1.6,13.4,0,2019
193,194,Josh Reynolds,LAR,24,WR,16,2,43,21,48.80%,326,15.5,1,15,31,7.6,1.3,20.4,0,2019
194,195,Seth Roberts,BAL,28,WR,16,0,35,21,60.00%,271,12.9,2,18,33,7.7,1.3,16.9,0,2019
195,196,Delanie Walker,TEN,35,TE,7,4,31,21,67.70%,215,10.2,2,11,29,6.9,3.0,30.7,1,2019
196,197,Josh Jacobs,OAK,21,RB,13,13,27,20,74.10%,166,8.3,0,8,28,6.1,1.5,12.8,1,2019
197,198,Kyle Juszczyk*,SFO,28,RB,12,12,24,20,83.30%,239,12.0,1,11,49,10.0,1.7,19.9,0,2019
198,199,Matt Breida,SFO,24,RB,13,5,22,19,86.40%,120,6.3,1,6,17,5.5,1.5,9.2,2,2019
199,200,Jakeem Grant,MIA,27,WR,10,2,33,19,57.60%,164,8.6,0,9,18,5.0,1.9,16.4,2,2019
200,201,Justin Hardy,ATL,28,WR,16,1,26,19,73.10%,195,10.3,0,9,23,7.5,1.2,12.2,0,2019
201,202,Taysom Hill,NOR,29,QB,16,5,22,19,86.40%,234,12.3,6,14,45,10.6,1.2,14.6,0,2019
202,203,Parris Campbell,IND,22,WR,7,3,24,18,75.00%,127,7.1,1,6,27,5.3,2.6,18.1,3,2019
203,204,Charles Clay,ARI,30,TE,15,10,24,18,75.00%,237,13.2,1,12,47,9.9,1.2,15.8,0,2019
204,205,Rhett Ellison,NYG,31,TE,10,7,28,18,64.30%,167,9.3,1,4,31,6.0,1.8,16.7,0,2019
205,206,Derrick Henry*,TEN,25,RB,15,15,24,18,75.00%,206,11.4,2,4,75,8.6,1.2,13.7,5,2019
206,207,Tre'Quan Smith,NOR,23,WR,11,6,25,18,72.00%,234,13.0,5,17,32,9.4,1.6,21.3,0,2019
207,208,Javon Wims,CHI,25,WR,16,6,39,18,46.20%,186,10.3,1,9,37,4.8,1.1,11.6,0,2019
208,209,C.J. Ham*,MIN,26,RB,16,7,26,17,65.40%,149,8.8,1,6,36,5.7,1.1,9.3,1,2019
209,210,Marcus Johnson,IND,25,WR,8,6,33,17,51.50%,277,16.3,2,12,50,8.4,2.1,34.6,0,2019
210,211,David Moore,SEA,24,WR,14,1,34,17,50.00%,301,17.7,2,14,60,8.9,1.2,21.5,2,2019
211,212,Adrian Peterson,WAS,34,RB,15,15,23,17,73.90%,142,8.4,0,7,22,6.2,1.1,9.5,3,2019
212,213,Vyncint Smith,NYJ,23,WR,13,4,31,17,54.80%,225,13.2,0,11,37,7.3,1.3,17.3,1,2019
213,214,Nick Vannett,2TM,26,TE,16,7,22,17,77.30%,166,9.8,0,5,18,7.5,1.1,10.4,0,2019
214,215,Ben Watson,NWE,39,TE,10,8,24,17,70.80%,173,10.2,0,9,26,7.2,1.7,17.3,0,2019
215,216,Peyton Barber,TAM,25,RB,16,7,24,16,66.70%,115,7.2,1,4,16,4.8,1.0,7.2,1,2019
216,217,Jaron Brown,SEA,29,WR,14,4,28,16,57.10%,220,13.8,2,10,48,7.9,1.1,15.7,1,2019
217,218,Jesse James,DET,25,TE,16,11,27,16,59.30%,142,8.9,0,8,23,5.3,1.0,8.9,0,2019
218,219,Tim Patrick,DEN,26,WR,8,2,31,16,51.60%,218,13.6,0,14,38,7.0,2.0,27.3,0,2019
219,220,Chester Rogers,IND,25,WR,12,6,28,16,57.10%,179,11.2,2,11,27,6.4,1.3,14.9,2,2019
220,221,Ian Thomas,CAR,23,TE,16,3,30,16,53.30%,136,8.5,1,10,19,4.5,1.0,8.5,0,2019
221,222,Logan Thomas,DET,28,TE,16,3,28,16,57.10%,173,10.8,1,10,17,6.2,1.0,10.8,0,2019
222,223,Ameer Abdullah,MIN,26,RB,16,0,21,15,71.40%,88,5.9,1,5,16,4.2,0.9,5.5,1,2019
223,224,Ross Dwelley,SFO,24,TE,16,6,22,15,68.20%,91,6.1,2,8,25,4.1,0.9,5.7,0,2019
224,225,Demetrius Harris,CLE,28,TE,15,6,27,15,55.60%,149,9.9,3,10,23,5.5,1.0,9.9,0,2019
225,226,Marcedes Lewis,GNB,35,TE,16,11,19,15,78.90%,156,10.4,1,8,25,8.2,0.9,9.8,0,2019
226,227,Tony Pollard,DAL,22,RB,15,0,20,15,75.00%,107,7.1,1,4,21,5.4,1.0,7.1,1,2019
227,228,Malik Turner,SEA,23,WR,15,3,22,15,68.20%,245,16.3,1,10,33,11.1,1.0,16.3,0,2019
228,229,Mark Walton,MIA,22,RB,7,4,21,15,71.40%,89,5.9,0,3,18,4.2,2.1,12.7,1,2019
229,230,Justin Watson,TAM,24,WR,16,2,26,15,57.70%,159,10.6,2,10,17,6.1,0.9,9.9,0,2019
230,231,Darrel Williams,KAN,24,RB,12,0,19,15,78.90%,167,11.1,1,7,52,8.8,1.3,13.9,1,2019
231,232,Maxx Williams,ARI,25,TE,16,10,19,15,78.90%,202,13.5,1,11,28,10.6,0.9,12.6,0,2019
232,233,Ryquell Armstead,JAX,23,RB,16,1,24,14,58.30%,144,10.3,2,9,31,6.0,0.9,9.0,0,2019
233,234,Kalen Ballage,MIA,24,RB,12,6,24,14,58.30%,63,4.5,0,4,13,2.6,1.2,5.3,0,2019
234,235,Trey Burton,CHI,28,TE,8,5,24,14,58.30%,84,6.0,0,5,16,3.5,1.8,10.5,0,2019
235,236,Anthony Firkser,TEN,24,TE,15,1,24,14,58.30%,204,14.6,1,9,39,8.5,0.9,13.6,0,2019
236,237,Jeff Heuerman,DEN,27,TE,14,11,20,14,70.00%,114,8.1,1,9,26,5.7,1.0,8.1,0,2019
237,238,Marlon Mack,IND,23,RB,14,12,17,14,82.40%,82,5.9,0,2,14,4.8,1.0,5.9,0,2019
238,239,Raheem Mostert,SFO,27,RB,16,0,22,14,63.60%,180,12.9,2,6,39,8.2,0.9,11.3,2,2019
239,240,James O'Shaughnessy,JAX,27,TE,5,5,20,14,70.00%,153,10.9,2,7,35,7.7,2.8,30.6,0,2019
240,241,Ricky Seals-Jones,CLE,24,TE,14,3,22,14,63.60%,229,16.4,4,10,59,10.4,1.0,16.4,1,2019
241,242,Tavon Austin,DAL,29,WR,14,0,24,13,54.20%,177,13.6,1,8,59,7.4,0.9,12.6,1,2019
242,243,Miles Boykin,BAL,23,WR,16,11,22,13,59.10%,198,15.2,3,10,50,9.0,0.8,12.4,0,2019
243,244,Derek Carrier,OAK,29,TE,16,4,19,13,68.40%,108,8.3,1,4,25,5.7,0.8,6.8,0,2019
244,245,Frank Gore,BUF,36,RB,16,8,16,13,81.30%,100,7.7,0,5,18,6.3,0.8,6.3,0,2019
245,246,Matt LaCosse,NWE,27,TE,11,8,19,13,68.40%,131,10.1,1,6,24,6.9,1.2,11.9,0,2019
246,247,Scott Miller,TAM,22,WR,10,2,26,13,50.00%,200,15.4,1,5,48,7.7,1.3,20.0,0,2019
247,248,Ty Montgomery,NYJ,26,RB,16,2,17,13,76.50%,90,6.9,0,3,21,5.3,0.8,5.6,0,2019
